#key	name	year	genre	developer	players
Adian no Tsue (Japan)	Adian no Tsue	1986	Adventure	Sunsoft	1
Ai Senshi Nicol (Japan)	Ai Senshi Nicol	1987	Shooter	Konami	1
Air Fortress (Japan) (Proto) (1986-10-20)	Air Fortress	1987	Shoot'em Up	HAL Laboratory	1
Akumajou Dracula (Japan)	Akumajou Dracula	1986	Platform / Fighter Scrolling/Platform	Konami	1
Akuu Senki Raijin (Japan) (Disk Writer)	Akuu Senki Raijin	1988	Shoot'em Up / Vertical/Shoot'em Up	Micro Cabin	1
Aliens - Alien 2 (Japan) (Proto) (1986-12-15)	Aliens : Alien 2	1987	Shoot'em Up / Horizontal/Shoot'em Up	Square	1
All Night Nippon Super Mario Bros. (Japan) (En) (Promo)	All Night Nippon Super Mario Brothers	1986	Platform/Platform / Run & Jump	Nintendo	1-2
Apple Town Monogatari - Little Computer People (Japan)	Apple Town Monogatari : Little Computer People	1987	Simulation / Life/Simulation	Square	1
Armana no Kiseki (Japan)	Armana no Kiseki	1987	Platform	Konami	1
Aspic - Majaou no Noroi (Japan)	Aspic : Majaou no Noroi	1988	Role Playing Game	Xtalsoft	1
Backgammon (Japan)	Backgammon	1990	Board game	Nintendo	1-2
Bakutoushi Patton-kun (Japan)	Bakutoushi Patton-kun	1988	Shooter	Soft Pro International	1-4
Baseball (Japan)	Baseball	1986	Sports / Baseball/Sports	Nintendo	1-2
Battle Battle League (Japan) (Proto) (Disk 1)	Attle Battle League				
Big Challenge! Dogfight Spirit (Japan)	Big Challenge! Dogfight Spirit	1988	Shoot'em Up/Shoot'em Up / Vertical	Jaleco	1
Big Challenge! Go! Go! Bowling (Japan)	Big Challenge! Go! Go! Bowling	1989	Sports/Sports / Bowling	Jaleco	1-4
Big Challenge! Gun Fighter (Japan)	Big Challenge! Gun Fighter	1989	Shooter	Jaleco	1
Big Challenge! Juudou Senshuken (Japan)	Big Challenge! Juudou Senshuken	1988	Fighting/Fighting / Versus	Jaleco	1-2
Bio Miracle Bokutte Upa (Japan)	Bio Miracle Bokutte Upa	1988	Platform	Konami	1
Bomberman (Japan) (Disk Writer)	Bomber Man	1990	Puzzle	Hudson Soft	1
Breeder (Japan)	Breeder	1986	Simulation	Soft Pro International	1-8
Bubble Bobble (Japan)	Bubble Bobble	1987	Platform	Taito	1-2
BurgerTime (Japan) (Disk Writer)	BurgerTime	1988	Platform	Data East	1-2
Chitei Tairiku Ordola (Japan)	Chitei Tairiku Orudora	1987	Platform	Sunsoft	1
Cleopatra no Mahou (Japan)	Cleopatra no Mahou	1987	Role Playing Game	Square	1
Clu Clu Land (Japan) (En) (Disk Writer)	Clu Clu Land	1992	Puzzle	Nintendo	1-2
Cocona World (Japan)	Cocona World	1987	Adventure	SOFEL	1
Dandy - Zeuon no Fukkatsu (Japan)	Dandy : Zeuon no Fukkatsu	1988	Adventure	Atelier Double	1
Dead Zone (Japan)	Dead Zone	1986	Adventure	Sunsoft	1
Dig Dug (Japan) (Disk Writer)	Dig Dug	1990	Action / Labyrinth/Action	Namco	1-2
Dig Dug II (Japan) (Disk Writer)	Dig Dug II	1990	Action / Labyrinth/Action	Namco	1-2
Dirty Pair - Project Eden (Japan)	Dirty Pair : Project Eden	1987	Action / Adventure/Action	Daiei Seisakusho	1-2
Donkey Kong (Japan) (Disk Writer)	Donkey Kong	1988	Platform	Nintendo	1-2
Donkey Kong Jr. (Japan) (Disk Writer)	Donkey Kong Jr.	1988	Platform	Nintendo	1-2
Doremikko (Japan)	Doremikko	1987	Music and Dancing/Rhythm	Konami	1
Dr. Chaos - Jigoku no Tobira (Japan)	Dr. Chaos : Jigoku no Tobira	1987	Platform/Action / Adventure/Action	Marionette	1
Dracula II - Noroi no Fuuin (Japan)	Akumajou Dracula II: Noroi no Fuuin	1987	Adventure	Konami	1
Druid - Kyoufu no Tobira (Japan)	Druid : Kyoufu no Tobira	1988	Adventure	Jaleco	1
Egger Land (Japan)	Eggerland	1987	Puzzle	HAL Laboratory	1
Egger Land - Souzou e no Tabidachi (Japan) (Disk Writer)	Eggerland: Souzou heno Tabidachi	1988	Puzzle	HAL Laboratory	1
Electrician (Japan)	Electrician	1986	Platform/Puzzle	Synapse Software	1
Esper Dream (Japan)	Esper Dream	1987	Role Playing Game	Konami	1
Exciting Baseball (Japan)	Exciting Baseball	1987	Sports / Baseball/Sports	Konami	2
Exciting Basket (Japan)	Exciting Basket	1987	Sports / Basketball/Sports	Konami	1-2
Exciting Billiard (Japan)	Exciting Billiard	1987	Sports / Pool/Sports	Konami	1-4
Exciting Soccer - Konami Cup (Japan)	Exciting Soccer : Konami Cup	1988	Sports / Football (Soccer)/Sports	Konami	1-2
Fairytale (Japan)	Fairytale	1989	Strategy	Soft Pro International	1
Falsion (Japan)	Falsion	1987	Shooter	Konami	1
Famicom Grand Prix - F1 Race (Japan) (DV 1) (Disk Writer)	Famicom Grand Prix : F1 Race	1987	Racing, Driving	Nintendo	1-4
Famicom Grand Prix II - 3D Hot Rally (Japan) (DV 8) (Disk Writer) (Famicom 3D System)	Famicom Grand Prix II : 3D Hot Rally	1988	Racing, Driving	Nintendo	1
